text,label_ternary,label_original,dataset_name
দেশে মাত্রাতিরিক্ত জনসংখ্যা তিতুমীর কলেজের মেধাবীরা দ্রুত কাজটি করে ফেলো,2,Sarcastic,banglasarc3
সব গুলা দালাল ৭১ এর জন্ম না হলে ২৪ থাকতো কবরে যারা মা কে ভুলে সন্তান কে নিয়ে লাফালাফি করে ওরা সব কিছুই করতে পারে নিজেদের জন্য,0,Non-Sarcastic,banglasarc3
একটা একটা করে আওয়ামী লীগ ধরে বিদ্যুতের খাম্বার সাথে বেঁধে রাখা হোক,0,Non-Sarcastic,banglasarc3
যারা যে বিষয়ে পারদর্শী ও দক্ষতাপূর্ণ নয় সে বিষয়ে লাফালাফি করে,0,Non-Sarcastic,banglasarc3
তিতুমীর বাসসিটির ভিসি হিসেবে যোগ দিতে রয়্যাল এনফিল্ড চালিয়ে ইউএসএ থেকে বাংলাদেশে রওয়ানা দিলেন প্রফেসর সুবর্ণ আইজ্যাক বেয়ারী,2,Sarcastic,banglasarc3
পোস্ট ভাইরাল সবাই কপি করতেছে,2,Sarcastic,banglasarc3
খুব পছন্দের একজন মানুষ সামনের সুন্দর দিন কামনা করছি,1,Neutral,banglasarc3
বেশি কিছু না আমরা উন্নয়ন এর জোয়ারে ভেসে যাচ্ছি এই আর কি,0,Non-Sarcastic,banglasarc3
প্রকৃত সেলিব্রিটি এরাই স্যালুট ভাই,0,Non-Sarcastic,banglasarc3
এটা স্ট্রবেরি ফ্লেভার টাও পুরাই ফালতু,0,Non-Sarcastic,banglasarc3
মানুষ না খেয়ে ভয়াবহ পরিস্থিতিতে আছে,0,Non-Sarcastic,banglasarc3
গ্রোথ কোড বইটির প্রতিশ্রুতি অনেক বড় আশা করা যাচ্ছে এটি কাজে লাগবে,1,Neutral,banglasarc3
সবচেয়ে বড় বিষয় হলো আমরা তার জন্য নিজেকে উৎসগ করি যারা কি না কখনোই আমাদের মূল্যায়ন করে না,1,Neutral,banglasarc3
ছোটোবেলার কথা মনে পড়ে গেলো,0,Non-Sarcastic,banglasarc3
কি ভেবেছিলাম আর কি দেখলাম লে হালুয়া,2,Sarcastic,banglasarc3
নিচে গিয়ে কোন লাভ নাই কিছুক্ষণ আগে আমি ওই দিক থেকে চক্কর দিয়ে আসছি ওইদিকে হাসার মত তেমন কোন কমেন্ট নাই,2,Sarcastic,banglasarc3
প্রতিহিংসার জের খুব খারাপ জিনিস,1,Neutral,banglasarc3
উনার এই কাজ ভবিষ্যৎ চিকিৎসকদের জন্য অনুপ্রেরণা হতে পারে,1,Neutral,banglasarc3
জ্বি হুজুর সন্তান যখন জন্ম গ্রহন কর বে তখন সন্তান কে অস্বীকার কর লেন আর এখন সন্তান টাকা কামা নোর উ পযুক্ত হাওয়া পিতৃত্ব ে দা বি ক রে ছেন বাহ হুজুর বাহ,2,Sarcastic,banglasarc3
কোন ধরণের চার্জ প্রযোজ্য নয়,2,Sarcastic,banglasarc3
কিয়ামত সংঘটিত হতে আর বেশি দেরি নাই,0,Non-Sarcastic,banglasarc3
ভাই মোর বাড়ি বরগুনা মোরা ময়ুখের নাম সুনলেও ওজু করি,2,Sarcastic,banglasarc3
তুর স্টাটাস তুর জন্য রেখে দিলাম যেটা করতেছস সেটাও আওয়ামী পরিবারের ক্ষোভ মনে রাখিস চাদের ১৫ দিন আলো ১৫ দিন অন্ধকার এটা এই প্রজন্মের ক্ষোভ বাপকে বেইচা মানুষকে গুম খুন করার ক্ষোভ চোখের সামনে তাদের ভাই বোনদের রক্ত ঝরানোর ক্ষোভ এটা যেকোন স্বৈরাচারের অত্যাচারীর জন্যে বড় শিক্ষা হয়ে থাকবে যদিও কেউ ই ইতিহাস থেকে শিক্ষা নেয় না,0,Non-Sarcastic,banglasarc3
গত ছয় মাসে ও হেনার মধ্যে কোনো ধরনের পরিবর্তন হলোনা,2,Sarcastic,banglasarc3
নতুন পুরাতন ইউজারের জন্য অনেক অনেক শুভকামনা ও ভালোবাসা রইলো,0,Non-Sarcastic,banglasarc3
সামনাসামনি বললে সেটা গিবত হয় না গিবত পিছনে বলার জিনিস এমনই তো হুজুরেরা বলে,1,Neutral,banglasarc3
এগুলো বেশি বাড়াবাড়ি হয়ে গেছে প্রতিহিংসার রাজনীতি যদি চলতেই থাকে তাহলে এখন আর আগে কোন ব্যবধান নেই,0,Non-Sarcastic,banglasarc3
সকাল বেলার রুটিন অজু করে নামাজ পড়ি করি মুনাজাত শান্তি সুখে কাটে যেন সবার দিনরাত,1,Neutral,banglasarc3
আগে শুনতাম স্বজন হারানোর বেদনা এখন বাড়ি হারানোর বেদনা যুগ হইছে,2,Sarcastic,banglasarc3
সাকিব ডিরেক্ট স্টাম্প হিটে সবচেয়ে সেরা,0,Non-Sarcastic,banglasarc3
অটবি বোর্ডের ফার্নিচারে কালারফুল রঙ করতে চাইলে কোন রঙ ব্যবহার করতে হবে,1,Neutral,banglasarc3
