text,label_binary,label_original,dataset_name
ওর বাপ শেখ মুজিবর এই ধরনের কথা বলেছিল আফসোস সেও জয় বাংলা হয়ে গেছে,1,Sarcastic,banglasarc3
লেখাটা হৃদয়ছোঁয়া বাস্তবতা খুব কষ্টদায়ক,0,Non-Sarcastic,banglasarc3
ধানমন্ডি ৩২ গুড়িয়ে সেখানে একটা মন্দির বানানো যেতে পারে ভারতও খুশি হইলো আবার গদি মিডিয়াও মন্দির মন্দির করে ইন্টারন্যাশনাল পিআরটা দিল ২০ ৩০ বছর পর লীগ ভিন্ন নামে যদি ফেরেও ৩২ পুনর্স্থাপন করতে পারবে না মন্দির ভাঙতে গেলে ভারত পোন্দাবে,1,Sarcastic,banglasarc3
শাহবাগে আয় আন্দোলন কর যাতে এরকম কনসার্ট হয়,0,Non-Sarcastic,banglasarc3
ওরা বিশ্ববিদ্যালয়ে চান্স পেয়েও ভর্তি না হয়ে কলেজে ভর্তি হয়ে সেই কলেজ কেই ইউনিভার্সিটি করে নিবে এটাই সাইন্স ব্রো,1,Sarcastic,banglasarc3
ছবির মত সুন্দর আমাদের বাংলা,0,Non-Sarcastic,banglasarc3
কখনো পাওয়া হবে না তারপরও তার প্রতি এত কেন মায়া,0,Non-Sarcastic,banglasarc3
এরা তো মরেই সাথে ঝুকিতে ফেলে রাস্তায় চলা সাধারণ যানবাহন ও মানুষদের,0,Non-Sarcastic,banglasarc3
এখন কথা হচ্ছে লাদেন তো শুনেছি ইঞ্জিনিয়ার ছিলো হোলি আর্টিজানে যারা সন্ত্রাস ছড়ায় তারাও তো এডুকেটেড ছিল তাহলে আবার গোলমাল কোথায় পাকলো,0,Non-Sarcastic,banglasarc3
দেন কয়টা লাগায়,1,Sarcastic,banglasarc3
এই কয়েক মাসে এতো এতো মিসিং হচ্ছে বেশিরভাগ ছোট বাচ্চারা দেশে কোনো আইন নাই কি একটা অবস্থা,0,Non-Sarcastic,banglasarc3
তোগো কি বাবা মায়ের অনেক অভাব কেউ বানাস পিতা কেউ বানাস মাতা,0,Non-Sarcastic,banglasarc3
শেখ হাসিনাকে ভারতের প্রধানমন্ত্রী হিসেবে দেখতে চাই টিউলিপ সিদ্দিকীকে ভারতের পররাষ্ট্র মন্ত্রী হিসেবে দেখতে চাই আমার মতন কে কে আছেন হাত তুলেন,1,Sarcastic,banglasarc3
তোর মত ফালতু মেয়ের এই মুসলিম দেশে থাকাই উচিত না,0,Non-Sarcastic,banglasarc3
বাসর রাতেও বন্ধুদের নিয়ে খেলবে,1,Sarcastic,banglasarc3
আসিফ নজরুলরে যারা এখন পর্যন্তও যায়গায় বহাল তবীয়তে রাখার ইন্ধন দিচ্ছেন আপনাদের প্রতি আজীবন আমার লাল সালাম থাকবে,0,Non-Sarcastic,banglasarc3
লেখাটা বড় কথা না বুঝাইতে পারছে এটাই অনেক আপনার নানি তো তাও পারে,1,Sarcastic,banglasarc3
ফাজলামোর একটা শিমা থাকে যাওরা বেডা কেমন করে,1,Sarcastic,banglasarc3
তাদের থেকে হিন্দি বাংলা আরবি তামিল গান স্বাধীন করে আনতে হবে,1,Sarcastic,banglasarc3
লাখো মানুষের মনে কথা বলছেন হিরো ভাই,0,Non-Sarcastic,banglasarc3
বঙ্গবন্ধু স্যাটেলাইট বঙ্গবন্ধুর মতোই নামে আছে কিন্তু কাজে নাই,1,Sarcastic,banglasarc3
বাংলাদেশে নতুন সহমত ভাই এর উদ্ভব হয়েছে এরা সারাদিন সংস্কার সংস্কার বলে ফালাফালি করে,0,Non-Sarcastic,banglasarc3
দেশের মানুষের অনুভূতি কে কাজে লাগিয়ে দেশ ধ্বংসের মুল হোতা এই পেনিক,0,Non-Sarcastic,banglasarc3
মিলছে রে ভাই মিলছে,1,Sarcastic,banglasarc3
স্কুল কলেজের শিক্ষার্থীদের মাঝে এই ব্যাগ ব্যবহারের অভ্যাস তৈরি করা উচিত,0,Non-Sarcastic,banglasarc3
স্বজনপ্রীতির আরেকটি জ্বলন্ত উদাহরণ দেখালেন আমাদের প্রিয় নজরুল স্যার,1,Sarcastic,banglasarc3
ইজ্জত এর ভয়ে মন খুলে কমেন্ট করতে পারি না যদি এলাকার কেউ কমেন্ট পড়ে,1,Sarcastic,banglasarc3
এখন গ্রামগঞ্জে গেলেই এমন উৎকট জিনিসপাতি দেখা লাগে,0,Non-Sarcastic,banglasarc3
সেই একদিন কোন দিন আসে না আসলে কিছুই ঠিক হয় না আদোতে আমরা অভ্যস্ত হয়ে যাই কষ্ট লাগা কমে আসে কিছুর ই পরিবর্তন হয় না শুধু নিজেকে খাপ খাইয়ে নিতে হয় সবটার সাথে,0,Non-Sarcastic,banglasarc3
বিশ্বাস করেন পরিমনির মন খারাপ শুনার পর থেকে আমি ভাত খাওয়া ছেড়ে দিছি বাতরুম করাও বন্ধ করছি,1,Sarcastic,banglasarc3
শাকিব খানের একটা সিনেমার নাম বলেন যেটা মানুষ আরো ২ যুগ মনে রাখবে আছে কি,0,Non-Sarcastic,banglasarc3
এই মানুষ কেনো হয়না মানুষ কর্মের কারনে,0,Non-Sarcastic,banglasarc3
